player_name,season,offense_team,roster_position,total_plays,play_distance_SUM,medium_acceleration_count_SUM,high_acceleration_count_SUM,medium_deceleration_count_SUM,high_deceleration_count_SUM,targeted_tightwindow_catch_SUM,targeted_catch_SUM,tight_window_at_throw_SUM,max_speed_max,max_speed_99,average_separation_max,average_separation_99,max_speed_0_10_yards_max,max_speed_10_20_yards_max,max_speed_30_inf_yards_max,flying_10_min,flying_20_min,separation_at_throw_VMAN,separation_at_outcome_VMAN,10ydplus_route_MEAN,20ydplus_route_MEAN,changedir_route_MEAN,expected_yac_at_catch_MEAN,YACOE_MEAN,separation_change_postthrow_MEAN,CPOE_MEAN,cod_top5_speed_entry_avg_180_,cod_top5_speed_entry_avg_90_,cod_top5_speed_exit_avg_180_,cod_top5_speed_exit_avg_90_,cod_sep_generated_overall,tracking_player_name,draft_round,draft_pick,draft_year,drafted,undrafted,draft_capital,tracking_player_name_college,games_played,receptions,rec_yards,rec_tds,yards_per_rec,yards_per_game,recs_per_game,tds_per_game,production_score,vol_tier,spd_score,burst_rt,first_step,brake_rt,route_div,sep_consistency,man_win_rt,tracking,contested_rt,tight_tgt_pct,yac_ability,qb_friendly,sharp_cuts,route_bend,cut_sep,high_vol,dist_per_play,tot_explosive,explosive_rt,ath_score,rr_grade,prospect_score,archetype
Javon Ivory,2022.0,TNMS,WR,72.0,633.0,14.0,31.0,19.0,16.0,0.0,0.0,12.0,19.87,19.8224,8.86,8.8535,16.17,19.21,19.64,1.05,2.15,,,59.72222222,4.166666667,12.5,,,-0.3536111111,,11.1174308,14.638246,10.008824,15.2286848,0.3819097429,,,,,False,True,0.0,Javon Ivory,12.0,46.0,586.0,2.0,12.7,48.8,3.8333333333333335,0.1666666666666666,35.416666666666664,50-100 (Rotational),19.7312,43.05555555555556,16.17,22.22222222222222,23.3333333328,8.8535,,-0.3536111111,0.0,16.666666666666664,,,14.9334654,10.563127399999999,0.3819097429,0,8.791666666666666,47.0,65.27777777777779,53.36589387000549,48.9483414205404,51.15711764527295,2.0
Jadon Janke,2022.0,SDST,WR,112.0,955.0,24.0,46.0,36.0,24.0,0.0,0.0,13.0,20.19,19.3136,10.31,10.0352,16.11,18.72,20.19,1.05,2.15,,,57.14285714,2.678571429,12.5,,,0.680212766,,9.507701,15.2573204,5.2924725,14.07917,,,,,,False,True,0.0,,,,,,,,,,,100-150 (Starter),19.751800000000003,41.07142857142857,16.11,21.428571428571427,21.964285713599995,10.0352,,0.680212766,0.0,11.607142857142858,,,14.6682452,7.40008675,,0,8.526785714285714,70.0,62.5,52.59813324585295,52.64250370242653,52.62031847413974,1.0
Justin Shorter,2022.0,FLUN,WR,84.0,701.0,8.0,42.0,25.0,22.0,0.0,0.0,13.0,19.92,19.8954,10.0,9.376,16.99,19.41,19.92,1.05,2.14,,,65.47619048,1.19047619,15.47619048,,,-0.6364705882,,10.40881333,14.7036986,4.211251333,15.4850414,2.49103946,Justin Shorter,5.0,150.0,2023.0,True,False,30.0,Justin Shorter,9.0,29.0,577.0,2.0,19.9,64.1,3.2222222222222223,0.2222222222222222,42.94444444444444,50-100 (Rotational),19.9077,50.0,16.99,26.190476190476193,24.761904764,9.376,,-0.6364705882,0.0,15.476190476190476,,,15.09437,7.3100323314999995,2.49103946,0,8.345238095238095,64.0,76.19047619047619,56.836932319993636,52.924672974607866,54.880802647300754,1.0
Justin Shorter,2022.0,FLUN,WR,84.0,701.0,8.0,42.0,25.0,22.0,0.0,0.0,13.0,19.92,19.8954,10.0,9.376,16.99,19.41,19.92,1.05,2.14,,,65.47619048,1.19047619,15.47619048,,,-0.6364705882,,10.40881333,14.7036986,4.211251333,15.4850414,2.49103946,Justin Shorter,5.0,150.0,2023.0,True,False,30.0,Justin Shorter,9.0,29.0,577.0,2.0,19.9,64.1,3.2222222222222223,0.2222222222222222,42.94444444444444,50-100 (Rotational),19.9077,50.0,16.99,26.190476190476193,24.761904764,9.376,,-0.6364705882,0.0,15.476190476190476,,,15.09437,7.3100323314999995,2.49103946,0,8.345238095238095,64.0,76.19047619047619,56.836932319993636,52.924672974607866,54.880802647300754,1.0
Justin Shorter,2022.0,FLUN,WR,84.0,701.0,8.0,42.0,25.0,22.0,0.0,0.0,13.0,19.92,19.8954,10.0,9.376,16.99,19.41,19.92,1.05,2.14,,,65.47619048,1.19047619,15.47619048,,,-0.6364705882,,10.40881333,14.7036986,4.211251333,15.4850414,2.49103946,Justin Shorter,5.0,150.0,2023.0,True,False,30.0,Justin Shorter,9.0,29.0,577.0,2.0,19.9,64.1,3.2222222222222223,0.2222222222222222,42.94444444444444,50-100 (Rotational),19.9077,50.0,16.99,26.190476190476193,24.761904764,9.376,,-0.6364705882,0.0,15.476190476190476,,,15.09437,7.3100323314999995,2.49103946,0,8.345238095238095,64.0,76.19047619047619,56.836932319993636,52.924672974607866,54.880802647300754,1.0
Justin Shorter,2022.0,FLUN,WR,84.0,701.0,8.0,42.0,25.0,22.0,0.0,0.0,13.0,19.92,19.8954,10.0,9.376,16.99,19.41,19.92,1.05,2.14,,,65.47619048,1.19047619,15.47619048,,,-0.6364705882,,10.40881333,14.7036986,4.211251333,15.4850414,2.49103946,Justin Shorter,5.0,150.0,2023.0,True,False,30.0,Justin Shorter,9.0,29.0,577.0,2.0,19.9,64.1,3.2222222222222223,0.2222222222222222,42.94444444444444,50-100 (Rotational),19.9077,50.0,16.99,26.190476190476193,24.761904764,9.376,,-0.6364705882,0.0,15.476190476190476,,,15.09437,7.3100323314999995,2.49103946,0,8.345238095238095,64.0,76.19047619047619,56.836932319993636,52.924672974607866,54.880802647300754,1.0
Justin Shorter,2022.0,FLUN,WR,84.0,701.0,8.0,42.0,25.0,22.0,0.0,0.0,13.0,19.92,19.8954,10.0,9.376,16.99,19.41,19.92,1.05,2.14,,,65.47619048,1.19047619,15.47619048,,,-0.6364705882,,10.40881333,14.7036986,4.211251333,15.4850414,2.49103946,Justin Shorter,5.0,150.0,2023.0,True,False,30.0,Justin Shorter,9.0,29.0,577.0,2.0,19.9,64.1,3.2222222222222223,0.2222222222222222,42.94444444444444,50-100 (Rotational),19.9077,50.0,16.99,26.190476190476193,24.761904764,9.376,,-0.6364705882,0.0,15.476190476190476,,,15.09437,7.3100323314999995,2.49103946,0,8.345238095238095,64.0,76.19047619047619,56.836932319993636,52.924672974607866,54.880802647300754,1.0
Justin Shorter,2022.0,FLUN,WR,84.0,701.0,8.0,42.0,25.0,22.0,0.0,0.0,13.0,19.92,19.8954,10.0,9.376,16.99,19.41,19.92,1.05,2.14,,,65.47619048,1.19047619,15.47619048,,,-0.6364705882,,10.40881333,14.7036986,4.211251333,15.4850414,2.49103946,Justin Shorter,5.0,150.0,2023.0,True,False,30.0,Justin Shorter,9.0,29.0,577.0,2.0,19.9,64.1,3.2222222222222223,0.2222222222222222,42.94444444444444,50-100 (Rotational),19.9077,50.0,16.99,26.190476190476193,24.761904764,9.376,,-0.6364705882,0.0,15.476190476190476,,,15.09437,7.3100323314999995,2.49103946,0,8.345238095238095,64.0,76.19047619047619,56.836932319993636,52.924672974607866,54.880802647300754,1.0
Justin Shorter,2022.0,FLUN,WR,84.0,701.0,8.0,42.0,25.0,22.0,0.0,0.0,13.0,19.92,19.8954,10.0,9.376,16.99,19.41,19.92,1.05,2.14,,,65.47619048,1.19047619,15.47619048,,,-0.6364705882,,10.40881333,14.7036986,4.211251333,15.4850414,2.49103946,Justin Shorter,5.0,150.0,2023.0,True,False,30.0,Justin Shorter,9.0,29.0,577.0,2.0,19.9,64.1,3.2222222222222223,0.2222222222222222,42.94444444444444,50-100 (Rotational),19.9077,50.0,16.99,26.190476190476193,24.761904764,9.376,,-0.6364705882,0.0,15.476190476190476,,,15.09437,7.3100323314999995,2.49103946,0,8.345238095238095,64.0,76.19047619047619,56.836932319993636,52.924672974607866,54.880802647300754,1.0
Justin Shorter,2022.0,FLUN,WR,84.0,701.0,8.0,42.0,25.0,22.0,0.0,0.0,13.0,19.92,19.8954,10.0,9.376,16.99,19.41,19.92,1.05,2.14,,,65.47619048,1.19047619,15.47619048,,,-0.6364705882,,10.40881333,14.7036986,4.211251333,15.4850414,2.49103946,Justin Shorter,5.0,150.0,2023.0,True,False,30.0,Justin Shorter,9.0,29.0,577.0,2.0,19.9,64.1,3.2222222222222223,0.2222222222222222,42.94444444444444,50-100 (Rotational),19.9077,50.0,16.99,26.190476190476193,24.761904764,9.376,,-0.6364705882,0.0,15.476190476190476,,,15.09437,7.3100323314999995,2.49103946,0,8.345238095238095,64.0,76.19047619047619,56.836932319993636,52.924672974607866,54.880802647300754,1.0
Justin Shorter,2022.0,FLUN,WR,84.0,701.0,8.0,42.0,25.0,22.0,0.0,0.0,13.0,19.92,19.8954,10.0,9.376,16.99,19.41,19.92,1.05,2.14,,,65.47619048,1.19047619,15.47619048,,,-0.6364705882,,10.40881333,14.7036986,4.211251333,15.4850414,2.49103946,Justin Shorter,5.0,150.0,2023.0,True,False,30.0,Justin Shorter,9.0,29.0,577.0,2.0,19.9,64.1,3.2222222222222223,0.2222222222222222,42.94444444444444,50-100 (Rotational),19.9077,50.0,16.99,26.190476190476193,24.761904764,9.376,,-0.6364705882,0.0,15.476190476190476,,,15.09437,7.3100323314999995,2.49103946,0,8.345238095238095,64.0,76.19047619047619,56.836932319993636,52.924672974607866,54.880802647300754,0.0
Justin Shorter,2022.0,FLUN,WR,84.0,701.0,8.0,42.0,25.0,22.0,0.0,0.0,13.0,19.92,19.8954,10.0,9.376,16.99,19.41,19.92,1.05,2.14,,,65.47619048,1.19047619,15.47619048,,,-0.6364705882,,10.40881333,14.7036986,4.211251333,15.4850414,2.49103946,Justin Shorter,5.0,150.0,2023.0,True,False,30.0,Justin Shorter,9.0,29.0,577.0,2.0,19.9,64.1,3.2222222222222223,0.2222222222222222,42.94444444444444,50-100 (Rotational),19.9077,50.0,16.99,26.190476190476193,24.761904764,9.376,,-0.6364705882,0.0,15.476190476190476,,,15.09437,7.3100323314999995,2.49103946,0,8.345238095238095,64.0,76.19047619047619,56.836932319993636,52.924672974607866,54.880802647300754,0.0
Justin Shorter,2022.0,FLUN,WR,84.0,701.0,8.0,42.0,25.0,22.0,0.0,0.0,13.0,19.92,19.8954,10.0,9.376,16.99,19.41,19.92,1.05,2.14,,,65.47619048,1.19047619,15.47619048,,,-0.6364705882,,10.40881333,14.7036986,4.211251333,15.4850414,2.49103946,Justin Shorter,5.0,150.0,2023.0,True,False,30.0,Justin Shorter,9.0,29.0,577.0,2.0,19.9,64.1,3.2222222222222223,0.2222222222222222,42.94444444444444,50-100 (Rotational),19.9077,50.0,16.99,26.190476190476193,24.761904764,9.376,,-0.6364705882,0.0,15.476190476190476,,,15.09437,7.3100323314999995,2.49103946,0,8.345238095238095,64.0,76.19047619047619,56.836932319993636,52.924672974607866,54.880802647300754,0.0
Justin Shorter,2022.0,FLUN,WR,84.0,701.0,8.0,42.0,25.0,22.0,0.0,0.0,13.0,19.92,19.8954,10.0,9.376,16.99,19.41,19.92,1.05,2.14,,,65.47619048,1.19047619,15.47619048,,,-0.6364705882,,10.40881333,14.7036986,4.211251333,15.4850414,2.49103946,Justin Shorter,5.0,150.0,2023.0,True,False,30.0,Justin Shorter,9.0,29.0,577.0,2.0,19.9,64.1,3.2222222222222223,0.2222222222222222,42.94444444444444,50-100 (Rotational),19.9077,50.0,16.99,26.190476190476193,24.761904764,9.376,,-0.6364705882,0.0,15.476190476190476,,,15.09437,7.3100323314999995,2.49103946,0,8.345238095238095,64.0,76.19047619047619,56.836932319993636,52.924672974607866,54.880802647300754,0.0
Justin Shorter,2022.0,FLUN,WR,84.0,701.0,8.0,42.0,25.0,22.0,0.0,0.0,13.0,19.92,19.8954,10.0,9.376,16.99,19.41,19.92,1.05,2.14,,,65.47619048,1.19047619,15.47619048,,,-0.6364705882,,10.40881333,14.7036986,4.211251333,15.4850414,2.49103946,Justin Shorter,5.0,150.0,2023.0,True,False,30.0,Justin Shorter,9.0,29.0,577.0,2.0,19.9,64.1,3.2222222222222223,0.2222222222222222,42.94444444444444,50-100 (Rotational),19.9077,50.0,16.99,26.190476190476193,24.761904764,9.376,,-0.6364705882,0.0,15.476190476190476,,,15.09437,7.3100323314999995,2.49103946,0,8.345238095238095,64.0,76.19047619047619,56.836932319993636,52.924672974607866,54.880802647300754,0.0
Justin Shorter,2022.0,FLUN,WR,84.0,701.0,8.0,42.0,25.0,22.0,0.0,0.0,13.0,19.92,19.8954,10.0,9.376,16.99,19.41,19.92,1.05,2.14,,,65.47619048,1.19047619,15.47619048,,,-0.6364705882,,10.40881333,14.7036986,4.211251333,15.4850414,2.49103946,Justin Shorter,5.0,150.0,2023.0,True,False,30.0,Justin Shorter,9.0,29.0,577.0,2.0,19.9,64.1,3.2222222222222223,0.2222222222222222,42.94444444444444,50-100 (Rotational),19.9077,50.0,16.99,26.190476190476193,24.761904764,9.376,,-0.6364705882,0.0,15.476190476190476,,,15.09437,7.3100323314999995,2.49103946,0,8.345238095238095,64.0,76.19047619047619,56.836932319993636,52.924672974607866,54.880802647300754,0.0
Justin Shorter,2022.0,FLUN,WR,84.0,701.0,8.0,42.0,25.0,22.0,0.0,0.0,13.0,19.92,19.8954,10.0,9.376,16.99,19.41,19.92,1.05,2.14,,,65.47619048,1.19047619,15.47619048,,,-0.6364705882,,10.40881333,14.7036986,4.211251333,15.4850414,2.49103946,Justin Shorter,5.0,150.0,2023.0,True,False,30.0,Justin Shorter,9.0,29.0,577.0,2.0,19.9,64.1,3.2222222222222223,0.2222222222222222,42.94444444444444,50-100 (Rotational),19.9077,50.0,16.99,26.190476190476193,24.761904764,9.376,,-0.6364705882,0.0,15.476190476190476,,,15.09437,7.3100323314999995,2.49103946,0,8.345238095238095,64.0,76.19047619047619,56.836932319993636,52.924672974607866,54.880802647300754,0.0
Justin Shorter,2022.0,FLUN,WR,84.0,701.0,8.0,42.0,25.0,22.0,0.0,0.0,13.0,19.92,19.8954,10.0,9.376,16.99,19.41,19.92,1.05,2.14,,,65.47619048,1.19047619,15.47619048,,,-0.6364705882,,10.40881333,14.7036986,4.211251333,15.4850414,2.49103946,Justin Shorter,5.0,150.0,2023.0,True,False,30.0,Justin Shorter,9.0,29.0,577.0,2.0,19.9,64.1,3.2222222222222223,0.2222222222222222,42.94444444444444,50-100 (Rotational),19.9077,50.0,16.99,26.190476190476193,24.761904764,9.376,,-0.6364705882,0.0,15.476190476190476,,,15.09437,7.3100323314999995,2.49103946,0,8.345238095238095,64.0,76.19047619047619,56.836932319993636,52.924672974607866,54.880802647300754,0.0
Justin Shorter,2022.0,FLUN,WR,84.0,701.0,8.0,42.0,25.0,22.0,0.0,0.0,13.0,19.92,19.8954,10.0,9.376,16.99,19.41,19.92,1.05,2.14,,,65.47619048,1.19047619,15.47619048,,,-0.6364705882,,10.40881333,14.7036986,4.211251333,15.4850414,2.49103946,Justin Shorter,5.0,150.0,2023.0,True,False,30.0,Justin Shorter,9.0,29.0,577.0,2.0,19.9,64.1,3.2222222222222223,0.2222222222222222,42.94444444444444,50-100 (Rotational),19.9077,50.0,16.99,26.190476190476193,24.761904764,9.376,,-0.6364705882,0.0,15.476190476190476,,,15.09437,7.3100323314999995,2.49103946,0,8.345238095238095,64.0,76.19047619047619,56.836932319993636,52.924672974607866,54.880802647300754,1.0
Justin Shorter,2022.0,FLUN,WR,84.0,701.0,8.0,42.0,25.0,22.0,0.0,0.0,13.0,19.92,19.8954,10.0,9.376,16.99,19.41,19.92,1.05,2.14,,,65.47619048,1.19047619,15.47619048,,,-0.6364705882,,10.40881333,14.7036986,4.211251333,15.4850414,2.49103946,Justin Shorter,5.0,150.0,2023.0,True,False,30.0,Justin Shorter,9.0,29.0,577.0,2.0,19.9,64.1,3.2222222222222223,0.2222222222222222,42.94444444444444,50-100 (Rotational),19.9077,50.0,16.99,26.190476190476193,24.761904764,9.376,,-0.6364705882,0.0,15.476190476190476,,,15.09437,7.3100323314999995,2.49103946,0,8.345238095238095,64.0,76.19047619047619,56.836932319993636,52.924672974607866,54.880802647300754,1.0
Justin Shorter,2022.0,FLUN,WR,84.0,701.0,8.0,42.0,25.0,22.0,0.0,0.0,13.0,19.92,19.8954,10.0,9.376,16.99,19.41,19.92,1.05,2.14,,,65.47619048,1.19047619,15.47619048,,,-0.6364705882,,10.40881333,14.7036986,4.211251333,15.4850414,2.49103946,Justin Shorter,5.0,150.0,2023.0,True,False,30.0,Justin Shorter,9.0,29.0,577.0,2.0,19.9,64.1,3.2222222222222223,0.2222222222222222,42.94444444444444,50-100 (Rotational),19.9077,50.0,16.99,26.190476190476193,24.761904764,9.376,,-0.6364705882,0.0,15.476190476190476,,,15.09437,7.3100323314999995,2.49103946,0,8.345238095238095,64.0,76.19047619047619,56.836932319993636,52.924672974607866,54.880802647300754,1.0
Justin Shorter,2022.0,FLUN,WR,84.0,701.0,8.0,42.0,25.0,22.0,0.0,0.0,13.0,19.92,19.8954,10.0,9.376,16.99,19.41,19.92,1.05,2.14,,,65.47619048,1.19047619,15.47619048,,,-0.6364705882,,10.40881333,14.7036986,4.211251333,15.4850414,2.49103946,Justin Shorter,5.0,150.0,2023.0,True,False,30.0,Justin Shorter,9.0,29.0,577.0,2.0,19.9,64.1,3.2222222222222223,0.2222222222222222,42.94444444444444,50-100 (Rotational),19.9077,50.0,16.99,26.190476190476193,24.761904764,9.376,,-0.6364705882,0.0,15.476190476190476,,,15.09437,7.3100323314999995,2.49103946,0,8.345238095238095,64.0,76.19047619047619,56.836932319993636,52.924672974607866,54.880802647300754,1.0
Justin Shorter,2022.0,FLUN,WR,84.0,701.0,8.0,42.0,25.0,22.0,0.0,0.0,13.0,19.92,19.8954,10.0,9.376,16.99,19.41,19.92,1.05,2.14,,,65.47619048,1.19047619,15.47619048,,,-0.6364705882,,10.40881333,14.7036986,4.211251333,15.4850414,2.49103946,Justin Shorter,5.0,150.0,2023.0,True,False,30.0,Justin Shorter,9.0,29.0,577.0,2.0,19.9,64.1,3.2222222222222223,0.2222222222222222,42.94444444444444,50-100 (Rotational),19.9077,50.0,16.99,26.190476190476193,24.761904764,9.376,,-0.6364705882,0.0,15.476190476190476,,,15.09437,7.3100323314999995,2.49103946,0,8.345238095238095,64.0,76.19047619047619,56.836932319993636,52.924672974607866,54.880802647300754,1.0
Justin Shorter,2022.0,FLUN,WR,84.0,701.0,8.0,42.0,25.0,22.0,0.0,0.0,13.0,19.92,19.8954,10.0,9.376,16.99,19.41,19.92,1.05,2.14,,,65.47619048,1.19047619,15.47619048,,,-0.6364705882,,10.40881333,14.7036986,4.211251333,15.4850414,2.49103946,Justin Shorter,5.0,150.0,2023.0,True,False,30.0,Justin Shorter,9.0,29.0,577.0,2.0,19.9,64.1,3.2222222222222223,0.2222222222222222,42.94444444444444,50-100 (Rotational),19.9077,50.0,16.99,26.190476190476193,24.761904764,9.376,,-0.6364705882,0.0,15.476190476190476,,,15.09437,7.3100323314999995,2.49103946,0,8.345238095238095,64.0,76.19047619047619,56.836932319993636,52.924672974607866,54.880802647300754,1.0
Justin Shorter,2022.0,FLUN,WR,84.0,701.0,8.0,42.0,25.0,22.0,0.0,0.0,13.0,19.92,19.8954,10.0,9.376,16.99,19.41,19.92,1.05,2.14,,,65.47619048,1.19047619,15.47619048,,,-0.6364705882,,10.40881333,14.7036986,4.211251333,15.4850414,2.49103946,Justin Shorter,5.0,150.0,2023.0,True,False,30.0,Justin Shorter,9.0,29.0,577.0,2.0,19.9,64.1,3.2222222222222223,0.2222222222222222,42.94444444444444,50-100 (Rotational),19.9077,50.0,16.99,26.190476190476193,24.761904764,9.376,,-0.6364705882,0.0,15.476190476190476,,,15.09437,7.3100323314999995,2.49103946,0,8.345238095238095,64.0,76.19047619047619,56.836932319993636,52.924672974607866,54.880802647300754,1.0
Justin Shorter,2022.0,FLUN,WR,84.0,701.0,8.0,42.0,25.0,22.0,0.0,0.0,13.0,19.92,19.8954,10.0,9.376,16.99,19.41,19.92,1.05,2.14,,,65.47619048,1.19047619,15.47619048,,,-0.6364705882,,10.40881333,14.7036986,4.211251333,15.4850414,2.49103946,Justin Shorter,5.0,150.0,2023.0,True,False,30.0,Justin Shorter,9.0,29.0,577.0,2.0,19.9,64.1,3.2222222222222223,0.2222222222222222,42.94444444444444,50-100 (Rotational),19.9077,50.0,16.99,26.190476190476193,24.761904764,9.376,,-0.6364705882,0.0,15.476190476190476,,,15.09437,7.3100323314999995,2.49103946,0,8.345238095238095,64.0,76.19047619047619,56.836932319993636,52.924672974607866,54.880802647300754,1.0
Justin Shorter,2022.0,FLUN,WR,84.0,701.0,8.0,42.0,25.0,22.0,0.0,0.0,13.0,19.92,19.8954,10.0,9.376,16.99,19.41,19.92,1.05,2.14,,,65.47619048,1.19047619,15.47619048,,,-0.6364705882,,10.40881333,14.7036986,4.211251333,15.4850414,2.49103946,Justin Shorter,5.0,150.0,2023.0,True,False,30.0,Justin Shorter,9.0,29.0,577.0,2.0,19.9,64.1,3.2222222222222223,0.2222222222222222,42.94444444444444,50-100 (Rotational),19.9077,50.0,16.99,26.190476190476193,24.761904764,9.376,,-0.6364705882,0.0,15.476190476190476,,,15.09437,7.3100323314999995,2.49103946,0,8.345238095238095,64.0,76.19047619047619,56.836932319993636,52.924672974607866,54.880802647300754,0.0
Justin Shorter,2022.0,FLUN,WR,84.0,701.0,8.0,42.0,25.0,22.0,0.0,0.0,13.0,19.92,19.8954,10.0,9.376,16.99,19.41,19.92,1.05,2.14,,,65.47619048,1.19047619,15.47619048,,,-0.6364705882,,10.40881333,14.7036986,4.211251333,15.4850414,2.49103946,Justin Shorter,5.0,150.0,2023.0,True,False,30.0,Justin Shorter,9.0,29.0,577.0,2.0,19.9,64.1,3.2222222222222223,0.2222222222222222,42.94444444444444,50-100 (Rotational),19.9077,50.0,16.99,26.190476190476193,24.761904764,9.376,,-0.6364705882,0.0,15.476190476190476,,,15.09437,7.3100323314999995,2.49103946,0,8.345238095238095,64.0,76.19047619047619,56.836932319993636,52.924672974607866,54.880802647300754,0.0
Justin Shorter,2022.0,FLUN,WR,84.0,701.0,8.0,42.0,25.0,22.0,0.0,0.0,13.0,19.92,19.8954,10.0,9.376,16.99,19.41,19.92,1.05,2.14,,,65.47619048,1.19047619,15.47619048,,,-0.6364705882,,10.40881333,14.7036986,4.211251333,15.4850414,2.49103946,Justin Shorter,5.0,150.0,2023.0,True,False,30.0,Justin Shorter,9.0,29.0,577.0,2.0,19.9,64.1,3.2222222222222223,0.2222222222222222,42.94444444444444,50-100 (Rotational),19.9077,50.0,16.99,26.190476190476193,24.761904764,9.376,,-0.6364705882,0.0,15.476190476190476,,,15.09437,7.3100323314999995,2.49103946,0,8.345238095238095,64.0,76.19047619047619,56.836932319993636,52.924672974607866,54.880802647300754,0.0
Justin Shorter,2022.0,FLUN,WR,84.0,701.0,8.0,42.0,25.0,22.0,0.0,0.0,13.0,19.92,19.8954,10.0,9.376,16.99,19.41,19.92,1.05,2.14,,,65.47619048,1.19047619,15.47619048,,,-0.6364705882,,10.40881333,14.7036986,4.211251333,15.4850414,2.49103946,Justin Shorter,5.0,150.0,2023.0,True,False,30.0,Justin Shorter,9.0,29.0,577.0,2.0,19.9,64.1,3.2222222222222223,0.2222222222222222,42.94444444444444,50-100 (Rotational),19.9077,50.0,16.99,26.190476190476193,24.761904764,9.376,,-0.6364705882,0.0,15.476190476190476,,,15.09437,7.3100323314999995,2.49103946,0,8.345238095238095,64.0,76.19047619047619,56.836932319993636,52.924672974607866,54.880802647300754,0.0
Justin Shorter,2022.0,FLUN,WR,84.0,701.0,8.0,42.0,25.0,22.0,0.0,0.0,13.0,19.92,19.8954,10.0,9.376,16.99,19.41,19.92,1.05,2.14,,,65.47619048,1.19047619,15.47619048,,,-0.6364705882,,10.40881333,14.7036986,4.211251333,15.4850414,2.49103946,Justin Shorter,5.0,150.0,2023.0,True,False,30.0,Justin Shorter,9.0,29.0,577.0,2.0,19.9,64.1,3.2222222222222223,0.2222222222222222,42.94444444444444,50-100 (Rotational),19.9077,50.0,16.99,26.190476190476193,24.761904764,9.376,,-0.6364705882,0.0,15.476190476190476,,,15.09437,7.3100323314999995,2.49103946,0,8.345238095238095,64.0,76.19047619047619,56.836932319993636,52.924672974607866,54.880802647300754,0.0
Justin Shorter,2022.0,FLUN,WR,84.0,701.0,8.0,42.0,25.0,22.0,0.0,0.0,13.0,19.92,19.8954,10.0,9.376,16.99,19.41,19.92,1.05,2.14,,,65.47619048,1.19047619,15.47619048,,,-0.6364705882,,10.40881333,14.7036986,4.211251333,15.4850414,2.49103946,Justin Shorter,5.0,150.0,2023.0,True,False,30.0,Justin Shorter,9.0,29.0,577.0,2.0,19.9,64.1,3.2222222222222223,0.2222222222222222,42.94444444444444,50-100 (Rotational),19.9077,50.0,16.99,26.190476190476193,24.761904764,9.376,,-0.6364705882,0.0,15.476190476190476,,,15.09437,7.3100323314999995,2.49103946,0,8.345238095238095,64.0,76.19047619047619,56.836932319993636,52.924672974607866,54.880802647300754,0.0
Justin Shorter,2022.0,FLUN,WR,84.0,701.0,8.0,42.0,25.0,22.0,0.0,0.0,13.0,19.92,19.8954,10.0,9.376,16.99,19.41,19.92,1.05,2.14,,,65.47619048,1.19047619,15.47619048,,,-0.6364705882,,10.40881333,14.7036986,4.211251333,15.4850414,2.49103946,Justin Shorter,5.0,150.0,2023.0,True,False,30.0,Justin Shorter,9.0,29.0,577.0,2.0,19.9,64.1,3.2222222222222223,0.2222222222222222,42.94444444444444,50-100 (Rotational),19.9077,50.0,16.99,26.190476190476193,24.761904764,9.376,,-0.6364705882,0.0,15.476190476190476,,,15.09437,7.3100323314999995,2.49103946,0,8.345238095238095,64.0,76.19047619047619,56.836932319993636,52.924672974607866,54.880802647300754,0.0
Justin Shorter,2022.0,FLUN,WR,84.0,701.0,8.0,42.0,25.0,22.0,0.0,0.0,13.0,19.92,19.8954,10.0,9.376,16.99,19.41,19.92,1.05,2.14,,,65.47619048,1.19047619,15.47619048,,,-0.6364705882,,10.40881333,14.7036986,4.211251333,15.4850414,2.49103946,Justin Shorter,5.0,150.0,2023.0,True,False,30.0,Justin Shorter,9.0,29.0,577.0,2.0,19.9,64.1,3.2222222222222223,0.2222222222222222,42.94444444444444,50-100 (Rotational),19.9077,50.0,16.99,26.190476190476193,24.761904764,9.376,,-0.6364705882,0.0,15.476190476190476,,,15.09437,7.3100323314999995,2.49103946,0,8.345238095238095,64.0,76.19047619047619,56.836932319993636,52.924672974607866,54.880802647300754,0.0
Justin Shorter,2022.0,FLUN,WR,84.0,701.0,8.0,42.0,25.0,22.0,0.0,0.0,13.0,19.92,19.8954,10.0,9.376,16.99,19.41,19.92,1.05,2.14,,,65.47619048,1.19047619,15.47619048,,,-0.6364705882,,10.40881333,14.7036986,4.211251333,15.4850414,2.49103946,Justin Shorter,5.0,150.0,2023.0,True,False,30.0,Justin Shorter,9.0,29.0,577.0,2.0,19.9,64.1,3.2222222222222223,0.2222222222222222,42.94444444444444,50-100 (Rotational),19.9077,50.0,16.99,26.190476190476193,24.761904764,9.376,,-0.6364705882,0.0,15.476190476190476,,,15.09437,7.3100323314999995,2.49103946,0,8.345238095238095,64.0,76.19047619047619,56.836932319993636,52.924672974607866,54.880802647300754,1.0
