player_name,season,offense_team,roster_position,total_plays,play_distance_SUM,medium_acceleration_count_SUM,high_acceleration_count_SUM,medium_deceleration_count_SUM,high_deceleration_count_SUM,targeted_tightwindow_catch_SUM,targeted_catch_SUM,tight_window_at_throw_SUM,max_speed_max,max_speed_99,average_separation_max,average_separation_99,max_speed_0_10_yards_max,max_speed_10_20_yards_max,max_speed_30_inf_yards_max,flying_10_min,flying_20_min,separation_at_throw_VMAN,separation_at_outcome_VMAN,10ydplus_route_MEAN,20ydplus_route_MEAN,changedir_route_MEAN,expected_yac_at_catch_MEAN,YACOE_MEAN,separation_change_postthrow_MEAN,CPOE_MEAN,cod_top5_speed_entry_avg_180_,cod_top5_speed_entry_avg_90_,cod_top5_speed_exit_avg_180_,cod_top5_speed_exit_avg_90_,cod_sep_generated_overall,tracking_player_name,draft_round,draft_pick,draft_year,drafted,undrafted,draft_capital,tracking_player_name_college,games_played,receptions,rec_yards,rec_tds,yards_per_rec,yards_per_game,recs_per_game,tds_per_game,production_score,vol_tier,spd_score,burst_rt,first_step,brake_rt,route_div,sep_consistency,man_win_rt,tracking,contested_rt,tight_tgt_pct,yac_ability,qb_friendly,sharp_cuts,route_bend,cut_sep,high_vol,dist_per_play,tot_explosive,explosive_rt,ath_score,rr_grade,prospect_score,archetype
,,,,,,,,,,,,,,,,,,,,,,0.77,2.91,62.5,0.6944444444,9.027777778,9.657822847,-5.657822847,1.079428571,5.558195783,,15.415498,,16.165478,,,,,,False,True,0.0,,,,,,,,,,,,,,,,21.73611111116,,0.77,1.079428571,,,-5.657822847,5.558195783,15.790488,,,0,,,,,44.24839984456011,19.295288498780057,
,,,,,,,,,,,,,,,,,,,,,,1.7,2.19,66.12903226,2.419354839,12.90322581,4.33962137,1.114924084,-0.1519565217,14.40340217,10.94289,6.729366,3.334002,8.358868,,,,,,False,True,0.0,,,,,,,,,,,,,,,,24.6774193566,,1.7,-0.1519565217,,,1.114924084,14.40340217,7.544117,7.138446,,0,,,,,50.73209885105259,25.923511467526296,
,,,,,,,,,,,,,,,,,,,,,,,1.6,61.11111111,1.01010101,10.60606061,4.978046904,-0.1447135707,-0.7149295775,3.171371046,,,,,,,,,,False,True,0.0,,,,,,,,,,,,,,,,21.91919192,,,-0.7149295775,,,-0.1447135707,3.171371046,,,,0,,,,,53.03015605288806,26.44272124109403,
,,,,,,,,,,,,,,,,,,,,,,1.83,4.61,68.07228916,6.024096386,16.86746988,6.499772436,2.214513278,0.04136363636,5.310975331,,11.723551,,12.432623,,,,,,False,True,0.0,,,,,,,,,,,,,,,,27.891566266399998,,1.83,0.04136363636,,,2.214513278,5.310975331,12.078087,,,0,,,,,54.867279907723656,28.540896592861827,
,,,,,,,,,,,,,,,,,,,,,,1.1,1.17,52.1978022,2.747252747,18.13186813,5.987910271,7.678756396,-0.6323333333,-6.157940626,8.233871333,9.289525,5.402128667,6.6731175,0.2742996333,,,,,False,True,0.0,,,,,,,,,,,,,,,,22.197802197799998,,1.1,-0.6323333333,,,7.678756396,-6.157940626,7.98132125,6.818,0.2742996333,0,,,,,45.87864478074163,26.778700588370814,
,,,,,,,,,,,,,,,,,,,,,,5.2,2.22,62.57668712,6.748466258,12.88343558,6.018113032,0.856886968,0.09964285714,-1.738182881,10.663352,8.672496,6.98845,10.203137,,,,,,False,True,0.0,,,,,,,,,,,,,,,,25.3374233132,,5.2,0.09964285714,,,0.856886968,-1.738182881,9.4378165,8.825901,,0,,,,,63.14216788513139,31.999527426565695,
,,,,,,,,,,,,,,,,,,,,,,2.04,1.08,37.18592965,2.512562814,10.05025126,,,0.1908108108,17.47449531,,,,,,,,,,False,True,0.0,,,,,,,,,,,,,,,,15.1758793986,,2.04,0.1908108108,,,,17.47449531,,,,0,,,,,40.91867699289745,40.91867699289745,
,,,,,,,,,,,,,,,,,,,,,,2.21,3.213333333,58.15602837,2.836879433,12.05673759,6.218787021,1.003435201,0.2086885246,6.337906466,,13.70418,,15.23823,,,,,,False,True,0.0,,,,,,,,,,,,,,,,22.1985815612,,2.21,0.2086885246,,,1.003435201,6.337906466,14.471205,,,0,,,,,49.57419030292471,25.288812751962357,
,,,,,,,,,,,,,,,,,,,,,,,,48.93617021,3.723404255,7.446808511,,,-0.6684375,15.68608981,,,,,,,,,,False,True,0.0,,,,,,,,,,,,,,,,18.4042553183,,,-0.6684375,,,,15.68608981,,,,0,,,,,44.9322291533024,44.9322291533024,
,,,,,,,,,,,,,,,,,,,,,,5.21,2.08,49.20634921,1.587301587,9.523809524,2.288165951,1.111834049,-0.03026315789,8.666509826,11.849684,11.542874,3.03401,11.256518,,,,,,False,True,0.0,,,,,,,,,,,,,,,,18.253968255,,5.21,-0.03026315789,,,1.111834049,8.666509826,11.399695999999999,7.441847,,0,,,,,55.01580351583627,28.063818782418135,
,,,,,,,,,,,,,,,,,,,,,,2.9275,2.5475,57.51295337,1.554404145,16.06217617,5.027669256,0.60869438,-0.1014606742,6.225109368,,9.1753235,,10.111094,2.2344058,,,,,False,True,0.0,,,,,,,,,,,,,,,,22.69430052,,2.9275,-0.1014606742,,,0.60869438,6.225109368,9.64320875,,2.2344058,0,,,,,52.533431191231344,26.571062785615673,
,,,,,,,,,,,,,,,,,,,,,,,,54.32098765,0.0,9.87654321,3.96258837,5.53741163,-0.4730952381,-3.796305651,,13.199648,,13.32009933,5.0369163,,,,,False,True,0.0,,,,,,,,,,,,,,,,19.259259257999997,,,-0.4730952381,,,5.53741163,-3.796305651,13.259873665,,5.0369163,0,,,,,46.90203976075394,26.21972569537697,
,,,,,,,,,,,,,,,,,,,,,,,,46.95121951,0.0,14.02439024,7.640426947,-0.8626491692,0.7605555556,-8.886952269,,10.63608,,10.922436,,,,,,False,True,0.0,,,,,,,,,,,,,,,,18.292682925,,,0.7605555556,,,-0.8626491692,-8.886952269,10.779257999999999,,,0,,,,,44.675181818645434,21.90626632472272,
,,,,,,,,,,,,,,,,,,,,,,,,48.54771784,0.8298755187,19.50207469,13.02337843,0.6432882349,0.2218421053,4.34218154,,11.962181,,14.2564385,,,,,,False,True,0.0,,,,,,,,,,,,,,,,20.74688796648,,,0.2218421053,,,0.6432882349,4.34218154,13.10930975,,,0,,,,,50.32933017878586,25.48630920684293,
,,,,,,,,,,,,,,,,,,,,,,1.98,2.53,50.19762846,1.581027668,7.509881423,6.231909816,2.383474799,-0.2423655914,1.756533479,,,,,,,,,,False,True,0.0,,,,,,,,,,,,,,,,17.9446640321,,1.98,-0.2423655914,,,2.383474799,1.756533479,,,,0,,,,,43.908414379686285,23.14594458934314,
,,,,,,,,,,,,,,,,,,,,,,1.825,1.52,57.93650794,2.380952381,12.6984127,2.296336393,-1.963003059,-0.5310204082,4.690199484,,6.6185735,,11.222428,,,,,,False,True,0.0,,,,,,,,,,,,,,,,22.142857144399997,,1.825,-0.5310204082,,,-1.963003059,4.690199484,8.92050075,,,0,,,,,48.22852271322956,23.13275982711478,
,,,,,,,,,,,,,,,,,,,,,,,,56.64335664,1.398601399,20.97902098,2.746736503,1.253263497,0.08327586207,16.00494194,9.892918,13.605319,2.99992,9.667924,,,,,,False,True,0.0,,,,,,,,,,,,,,,,23.846153845599996,,,0.08327586207,,,1.253263497,16.00494194,11.6366215,6.446419,,0,,,,,57.46960932901444,29.36143641300722,
,,,,,,,,,,,,,,,,,,,,,,1.52,1.61,53.96039604,3.96039604,9.900990099,,,0.2895555556,-0.05673560603,,,,,,,,,,False,True,0.0,,,,,,,,,,,,,,,,20.7425742577,,1.52,0.2895555556,,,,-0.05673560603,,,,0,,,,,45.6002978363196,45.6002978363196,
,,,,,,,,,,,,,,,,,,,,,,3.13,3.94,53.27102804,0.9345794393,12.61682243,4.758691741,1.796863815,-0.5542857143,13.6189228,,10.997434,,12.326944,4.0668716,,,,,False,True,0.0,,,,,,,,,,,,,,,,20.140186916719998,,3.13,-0.5542857143,,,1.796863815,13.6189228,11.662189,,4.0668716,0,,,,,50.265292845578266,26.031078330289134,
,,,,,,,,,,,,,,,,,,,,,,1.995,1.97,40.73033708,2.528089888,22.19101124,3.956508648,1.443491352,-0.07271428571,20.34667958,,,,,,,,,,False,True,0.0,,,,,,,,,,,,,,,,19.8876404512,,1.995,-0.07271428571,,,1.443491352,20.34667958,,,,0,,,,,46.19651627706592,23.82000381453296,
,,,,,,,,,,,,,,,,,,,,,,,,37.1257485,0.0,3.592814371,1.358196139,0.6418038607,0.7231578947,24.36046915,,,,,,,,,,False,True,0.0,,,,,,,,,,,,,,,,12.2155688613,,,0.7231578947,,,0.6418038607,24.36046915,,,,0,,,,,30.674353062734117,15.658078461717059,
,,,,,,,,,,,,,,,,,,,,,,,,41.17647059,0.8403361345,11.76470588,6.653758255,-1.835576437,0.755952381,-1.156012896,,,,,,,,,,False,True,0.0,,,,,,,,,,,,,,,,16.2184873948,,,0.755952381,,,-1.835576437,-1.156012896,,,,0,,,,,39.896522718255625,19.030473140627812,
,,,,,,,,,,,,,,,,,,,,,,,,58.04878049,1.951219512,13.65853659,2.133103987,-1.06643732,-0.2085365854,23.80935287,5.986204,14.4214334,4.199888,14.5100678,1.3626637,,,,,False,True,0.0,,,,,,,,,,,,,,,,22.292682928799998,,,-0.2085365854,,,-1.06643732,23.80935287,14.4657506,5.093045999999999,1.3626637,0,,,,,53.890627586130535,26.412095133065268,
,,,,,,,,,,,,,,,,,,,,,,1.975,1.053333333,52.51798561,2.158273381,7.913669065,3.958165331,-2.386736759,-0.5004,8.2760727,,10.019051,,10.820166,0.34572595,,,,,False,True,0.0,,,,,,,,,,,,,,,,18.992805754899997,,1.975,-0.5004,,,-2.386736759,8.2760727,10.419608499999999,,0.34572595,0,,,,,45.09915847149663,21.356210856248314,
,,,,,,,,,,,,,,,,,,,,,,2.78,3.0,53.00546448,2.18579235,13.38797814,4.866659795,-0.5809455088,-0.2542857143,6.008474611,5.72712,8.45432,8.45432,15.640492,,,,,,False,True,0.0,,,,,,,,,,,,,,,,20.792349725999998,,2.78,-0.2542857143,,,-0.5809455088,6.008474611,12.047405999999999,7.090719999999999,,0,,,,,49.85156019980045,24.635307345500227,
,,,,,,,,,,,,,,,,,,,,,,,,62.14689266,1.694915254,29.94350282,3.113710579,-1.513710579,-0.09449275362,9.536994931,,,,,,,,,,False,True,0.0,,,,,,,,,,,,,,,,28.3050847456,,,-0.09449275362,,,-1.513710579,9.536994931,,,,0,,,,,67.74236829173371,33.11432885636685,
,,,,,,,,,,,,,,,,,,,,,,,,51.13636364,3.409090909,14.77272727,5.162381202,7.837618798,-0.4465384615,3.99556512,,,,,,,,,,False,True,0.0,,,,,,,,,,,,,,,,21.1363636366,,,-0.4465384615,,,7.837618798,3.99556512,,,,0,,,,,51.226628156869864,29.532123477434933,
,,,,,,,,,,,,,,,,,,,,,,6.68,4.96,57.89473684,3.070175439,25.43859649,7.655076539,1.178256795,-0.053875,5.891518774,,9.7961024,,13.7614512,0.077451,,,,,False,True,0.0,,,,,,,,,,,,,,,,26.2280701746,,6.68,-0.053875,,,1.178256795,5.891518774,11.7787768,,0.077451,0,,,,,69.09432836469588,35.13629257984794,
,,,,,,,,,,,,,,,,,,,,,,,,55.0660793,2.422907489,10.79295154,5.484763312,0.4152366877,0.07433070866,-4.137474913,11.706506,12.684889,4.418064,11.116749,,,,,,False,True,0.0,,,,,,,,,,,,,,,,20.726872247600003,,,0.07433070866,,,0.4152366877,-4.137474913,11.900819,8.062285,,0,,,,,50.2832167358707,25.349226711785352,
,,,,,,,,,,,,,,,,,,,,,,,,46.2962963,1.388888889,17.12962963,8.841853142,-2.841853142,0.2727419355,31.86917919,,13.274646,,13.404188,,,,,,False,True,0.0,,,,,,,,,,,,,,,,19.5833333346,,,0.2727419355,,,-2.841853142,31.86917919,13.339417000000001,,,0,,,,,47.64866152943343,22.403404193716717,
,,,,,,,,,,,,,,,,,,,,,,3.92,4.115,53.28467153,2.919708029,17.88321168,4.095193923,0.2381394108,0.2912173913,9.512257783,8.65886,6.361194,14.11326,9.44293,1.5691788,,,,,False,True,0.0,,,,,,,,,,,,,,,,22.518248174599997,,3.92,0.2912173913,,,0.2381394108,9.512257783,7.902062000000001,11.38606,1.5691788,0,,,,,55.634178736192126,27.936159073496064,
,,,,,,,,,,,,,,,,,,,,,,3.56,1.71,54.22077922,2.272727273,19.80519481,7.037998238,1.533430334,-0.3433050847,8.452224121,10.63608,12.44285,4.029438,17.41999,,,,,,False,True,0.0,,,,,,,,,,,,,,,,23.1168831182,,3.56,-0.3433050847,,,1.533430334,8.452224121,14.93142,7.332758999999999,,0,,,,,55.125500582709265,28.329465458354633,
,,,,,,,,,,,,,,,,,,,,,,1.65,0.655,67.04545455,2.272727273,17.04545455,5.264000013,-0.2640000135,0.2649425287,9.085366064,7.285033,11.849684,7.581616,15.562767,1.4111765,,,,,False,True,0.0,,,,,,,,,,,,,,,,26.1363636392,,1.65,0.2649425287,,,-0.2640000135,9.085366064,13.706225499999999,7.4333245,1.4111765,0,,,,,52.24627601441273,25.991138000456363,
,,,,,,,,,,,,,,,,,,,,,,1.72,1.015,50.80906149,3.55987055,15.53398058,6.912699127,2.087300873,-0.2365740741,4.759964517,,5.348721,,13.693953,0.3064521,,,,,False,True,0.0,,,,,,,,,,,,,,,,21.326860841,,1.72,-0.2365740741,,,2.087300873,4.759964517,9.521337,,0.3064521,0,,,,,46.93905779802852,24.51317933551426,
,,,,,,,,,,,,,,,,,,,,,,,,53.515625,2.34375,16.015625,5.011111863,-3.573611863,0.2796,6.817688949,10.06564067,11.062205,9.065667333,13.145104,,,,,,False,True,0.0,,,,,,,,,,,,,,,,21.796875,,,0.2796,,,-3.573611863,6.817688949,12.103654500000001,9.5656540015,,0,,,,,52.74835481747932,24.587371477239657,
,,,,,,,,,,,,,,,,,,,,,,3.715,2.9325,61.68582375,1.915708812,18.3908046,6.310960687,0.339039313,-0.225511811,12.80038097,8.253189,13.1260136,10.554264,15.1836862,1.186141,,,,,False,True,0.0,,,,,,,,,,,,,,,,24.789272029799996,,3.715,-0.225511811,,,0.339039313,12.80038097,14.1548499,9.403726500000001,1.186141,0,,,,,57.567896025844526,28.953467669422263,
,,,,,,,,,,,,,,,,,,,,,,1.56,1.423333333,51.92307692,0.0,15.38461538,3.152644992,-1.819311659,-0.04573770492,7.79685217,10.138366,8.661132667,3.654448,11.733778,0.7592867,,,,,False,True,0.0,,,,,,,,,,,,,,,,20.19230769,,1.56,-0.04573770492,,,-1.819311659,7.79685217,10.197455333499999,6.896407,0.7592867,0,,,,,45.09956933232724,21.64012883666362,
,,,,,,,,,,,,,,,,,,,,,,,,58.88888889,2.222222222,20.0,5.97246027,2.27753973,-0.3606382979,-1.111020334,10.0241645,10.09064,5.682803,11.3229935,3.1764643,,,,,False,True,0.0,,,,,,,,,,,,,,,,24.555555555799998,,,-0.3606382979,,,2.27753973,-1.111020334,10.706816750000002,7.85348375,3.1764643,0,,,,,59.10397257438912,30.69075615219456,
,,,,,,,,,,,,,,,,,,,,,,2.374,1.861428571,63.51791531,1.628664495,21.49837134,6.046846098,1.853153902,0.01932773109,0.8740533661,,,,,,,,,,False,True,0.0,,,,,,,,,,,,,,,,26.156351793,,2.374,0.01932773109,,,1.853153902,0.8740533661,,,,0,,,,,54.6791432987245,28.26614860036225,
,,,,,,,,,,,,,,,,,,,,,,2.54,0.89,62.37623762,1.320132013,17.16171617,3.184074481,-1.136455434,-0.8825,0.1505207803,10.905391,13.1955572,3.930577,14.422797,,,,,,False,True,0.0,,,,,,,,,,,,,,,,24.389438942199998,,2.54,-0.8825,,,-1.136455434,0.1505207803,13.8091771,7.417984,,0,,,,,53.19631501329367,26.029929789646836,
,,,,,,,,,,,,,,,,,,,,,,3.578888889,2.434444444,63.39869281,3.267973856,14.37908497,6.058755284,5.974578049,-0.2993959732,-0.7914255373,,11.272881,,13.1955572,1.131925323,,,,,False,True,0.0,,,,,,,,,,,,,,,,24.6405228764,,3.578888889,-0.2993959732,,,5.974578049,-0.7914255373,12.2342191,,1.131925323,0,,,,,56.94349991014707,31.459038979573535,
,,,,,,,,,,,,,,,,,,,,,,2.42,2.004444444,58.52713178,3.100775194,8.914728682,5.67576172,-1.467428386,-0.07924369748,2.097826995,8.410003,11.4078776,4.401019,11.3737876,0.498334275,,,,,False,True,0.0,,,,,,,,,,,,,,,,21.4728682162,,2.42,-0.07924369748,,,-1.467428386,2.097826995,11.3908326,6.405511,0.498334275,0,,,,,49.437206219095685,23.984888916547842,
,,,,,,,,,,,,,,,,,,,,,,9.98,5.55,56.81818182,2.272727273,14.54545455,4.187573898,1.812426102,0.1680188679,3.145004003,8.733858,9.71565,4.104436,13.26101,0.1264817825,,,,,False,True,0.0,,,,,,,,,,,,,,,,22.318181820199996,,9.98,0.1680188679,,,1.812426102,3.145004003,11.488330000000001,6.419147,0.1264817825,0,,,,,75.57449576215268,38.69346093207634,
,,,,,,,,,,,,,,,,,,,,,,2.942222222,2.515,60.06711409,2.348993289,6.040268456,6.157609572,1.03469812,0.187,4.374483995,3.743082,9.1115752,9.572472,9.7592852,1.850142433,,,,,False,True,0.0,,,,,,,,,,,,,,,,20.7718120794,,2.942222222,0.187,,,1.03469812,4.374483995,9.4354302,6.657776999999999,1.850142433,0,,,,,50.36786078299191,25.701279451495957,
,,,,,,,,,,,,,,,,,,,,,,3.89,2.95,55.95238095,0.7936507937,12.3015873,4.680627219,0.9443727806,-0.1465333333,5.802701553,,,,,,,,,,False,True,0.0,,,,,,,,,,,,,,,,20.793650792479994,,3.89,-0.1465333333,,,0.9443727806,5.802701553,,,,0,,,,,53.54770668778802,27.24603973419401,
,,,,,,,,,,,,,,,,,,,,,,2.511666667,3.188,55.05617978,1.685393258,8.988764045,7.29196952,4.55803048,-0.4541176471,2.07551328,4.983958,,10.509947,,1.557756038,,,,,False,True,0.0,,,,,,,,,,,,,,,,19.8876404507,,2.511666667,-0.4541176471,,,4.55803048,2.07551328,,7.746952500000001,1.557756038,0,,,,,47.91624721207035,26.237138846035176,
,,,,,,,,,,,,,,,,,,,,,,3.186666667,2.16,55.62913907,1.324503311,11.9205298,2.588010748,1.411989252,-0.18,1.739026316,15.824578,,9.627016,,0.64476985,,,,,False,True,0.0,,,,,,,,,,,,,,,,20.7947019854,,3.186666667,-0.18,,,1.411989252,1.739026316,,12.725797,0.64476985,0,,,,,51.207864511776755,26.309926881888376,
,,,,,,,,,,,,,,,,,,,,,,1.65,1.81,56.07142857,1.071428571,7.5,4.184103282,-1.684103282,-0.05491935484,8.046006009,,,,,,,,,,False,True,0.0,,,,,,,,,,,,,,,,19.4999999994,,1.65,-0.05491935484,,,-1.684103282,8.046006009,,,,0,,,,,44.60164486968925,21.458770793844625,
,,,,,,,,,,,,,,,,,,,,,,1.24,2.32,41.59663866,1.680672269,10.50420168,5.336378415,-2.669711749,0.1323214286,23.75922858,,11.515602,,12.367852,,,,,,False,True,0.0,,,,,,,,,,,,,,,,16.3025210096,,1.24,0.1323214286,,,-2.669711749,23.75922858,11.941727,,,0,,,,,39.553680886001686,18.441984568500843,
,,,,,,,,,,,,,,,,,,,,,,4.045,1.143333333,53.25670498,3.831417625,18.77394636,,,0.1624418605,15.27026863,9.657697,12.163312,4.121481,4.179434,-0.07715597,,,,,False,True,0.0,,,,,,,,,,,,,,,,23.141762452000002,,4.045,0.1624418605,,,,15.27026863,8.171372999999999,6.889589000000001,-0.07715597,0,,,,,56.76848792234793,56.76848792234793,
,,,,,,,,,,,,,,,,,,,,,,2.886666667,5.983333333,47.47081712,0.7782101167,13.61867704,1.56919276,2.30580724,0.0007692307692,10.75438184,6.252106,7.250943,9.0665764,11.382651,2.23489532,,,,,False,True,0.0,,,,,,,,,,,,,,,,18.63813229468,,2.886666667,0.0007692307692,,,2.30580724,10.75438184,9.316797,7.6593412,2.23489532,0,,,,,47.72509218973592,25.01544971486796,
,,,,,,,,,,,,,,,,,,,,,,1.418,3.434,56.77655678,2.197802198,23.44322344,3.228038769,1.605294564,0.1273722628,27.5456718,11.4832165,11.331516,4.1368215,12.8751114,1.361942313,,,,,False,True,0.0,,,,,,,,,,,,,,,,24.9450549452,,1.418,0.1273722628,,,1.605294564,27.5456718,12.103313700000001,7.810019,1.361942313,0,,,,,50.10175626821123,25.853525416105615,
,,,,,,,,,,,,,,,,,,,,,,1.68,1.31,52.94117647,0.9049773756,11.31221719,5.443104506,1.456895494,-0.064375,10.19354327,3.620358,11.02697867,8.842946,12.06558733,0.3992711,,,,,False,True,0.0,,,,,,,,,,,,,,,,19.63800904824,,1.68,-0.064375,,,1.456895494,10.19354327,11.546282999999999,6.2316519999999995,0.3992711,0,,,,,44.86047707724631,23.158686285623155,
,,,,,,,,,,,,,,,,,,,,,,4.22,3.455,55.68627451,3.529411765,17.64705882,6.05650769,1.229206596,0.6859550562,6.755557971,8.767948,9.6420156,8.427048,9.6733784,0.5925044,,,,,False,True,0.0,,,,,,,,,,,,,,,,23.411764705,,4.22,0.6859550562,,,1.229206596,6.755557971,9.657697,8.597498,0.5925044,0,,,,,57.66200132206771,29.445603959033853,
,,,,,,,,,,,,,,,,,,,,,,1.26,0.51,59.18367347,1.360544218,17.00680272,6.668569009,-0.5574578974,-0.3012,11.06391947,4.438518,15.940484,9.947462,17.96543,-0.0407294,,,,,False,True,0.0,,,,,,,,,,,,,,,,23.4013605442,,1.26,-0.3012,,,-0.5574578974,11.06391947,16.952957,7.19299,-0.0407294,0,,,,,47.79762245085283,23.620082276726414,
,,,,,,,,,,,,,,,,,,,,,,3.005,2.59,56.19469027,0.8849557522,18.14159292,3.761285355,1.238714645,0.112,29.494885,11.106522,14.235984,3.463544,13.1982844,1.4458266,,,,,False,True,0.0,,,,,,,,,,,,,,,,22.65486725788,,3.005,0.112,,,1.238714645,29.494885,13.7171342,7.285033,1.4458266,0,,,,,52.74596644538239,26.992340545191198,
,,,,,,,,,,,,,,,,,,,,,,3.76,2.62,54.09252669,0.7117437722,14.94661922,7.411277907,-1.839849336,0.12504,4.844918501,13.49964,14.2168936,3.927168,14.0055356,4.2747338,,,,,False,True,0.0,,,,,,,,,,,,,,,,20.99644128188,,3.76,0.12504,,,-1.839849336,4.844918501,14.1112146,8.713404,4.2747338,0,,,,,53.34860078903009,25.754375726515043,
,,,,,,,,,,,,,,,,,,,,,,3.465,3.69,60.48780488,3.414634146,22.43902439,4.283484525,0.5165154745,0.3522988506,13.44534008,9.112257,7.404348,5.82939,12.961018,1.184209085,,,,,False,True,0.0,,,,,,,,,,,,,,,,26.243902439399996,,3.465,0.3522988506,,,0.5165154745,13.44534008,10.182682999999999,7.4708235,1.184209085,0,,,,,58.41140160915993,29.463958541829964,
,,,,,,,,,,,,,,,,,,,,,,4.265,4.055,62.63736264,1.831501832,21.61172161,6.695043943,1.304956057,-0.2996453901,1.497863924,11.76105,8.952034,3.831716,3.98853,-0.2989093,,,,,False,True,0.0,,,,,,,,,,,,,,,,26.0073260078,,4.265,-0.2996453901,,,1.304956057,1.497863924,6.470281999999999,7.796383,-0.2989093,0,,,,,60.801691138867625,31.05332359793381,
,,,,,,,,,,,,,,,,,,,,,,,,55.78947368,0.350877193,24.9122807,4.148905659,-1.148905659,0.1527272727,29.81598935,9.520200667,,4.877142667,,,,,,,False,True,0.0,,,,,,,,,,,,,,,,24.3508771912,,,0.1527272727,,,-1.148905659,29.81598935,,7.198671666999999,,0,,,,,58.63242198264988,28.74175816182494,
,,,,,,,,,,,,,,,,,,,,,,5.57,3.283333333,57.73195876,2.405498282,13.74570447,5.120128896,1.16558539,0.1432089552,2.855655041,,7.7605885,,7.7162715,0.3735280075,,,,,False,True,0.0,,,,,,,,,,,,,,,,22.405498281799996,,5.57,0.1432089552,,,1.16558539,2.855655041,7.73843,,0.3735280075,0,,,,,60.99634262303695,31.080964006518474,
,,,,,,,,,,,,,,,,,,,,,,,,57.68115942,3.768115942,12.17391304,5.339436849,-4.006103516,1.072268041,7.5036183,3.981712,,10.758804,,,,,,,False,True,0.0,,,,,,,,,,,,,,,,22.4637681148,,,1.072268041,,,-4.006103516,7.5036183,,7.370258,,0,,,,,54.28478414905687,25.139340316528433,
,,,,,,,,,,,,,,,,,,,,,,1.565,3.05,60.15936255,3.187250996,15.53784861,4.283404594,-0.7379500487,-0.3326548673,17.43393551,,13.2310108,,14.1896218,1.04038836,,,,,False,True,0.0,,,,,,,,,,,,,,,,23.984063746399997,,1.565,-0.3326548673,,,-0.7379500487,17.43393551,13.710316299999999,,1.04038836,0,,,,,49.48405217326908,24.37305106228454,
,,,,,,,,,,,,,,,,,,,,,,3.81,3.555,60.07604563,3.802281369,17.87072243,3.693781999,-0.8756001808,0.3118085106,11.42119675,10.186092,12.0596782,7.220262,13.1137412,-0.3280656,,,,,False,True,0.0,,,,,,,,,,,,,,,,24.9049429656,,3.81,0.3118085106,,,-0.8756001808,11.42119675,12.5867097,8.703177,-0.3280656,0,,,,,58.01734952136225,28.570874670281125,
,,,,,,,,,,,,,,,,,,,,,,3.215,2.102666667,64.63414634,0.6097560976,29.57317073,5.608727768,-1.154182313,-0.4325414365,1.962247459,6.6288005,7.7507024,6.507781,11.6328716,0.12872942,,,,,False,True,0.0,,,,,,,,,,,,,,,,28.506097560039997,,3.215,-0.4325414365,,,-1.154182313,1.962247459,9.691787,6.568290749999999,0.12872942,0,,,,,60.185165791382076,29.515491739191038,
,,,,,,,,,,,,,,,,,,,,,,2.38,0.64,61.24031008,1.291989664,12.66149871,4.699949342,-1.499949342,0.1328378378,11.54662839,13.267828,12.3910334,10.997434,13.4450962,3.129514257,,,,,False,True,0.0,,,,,,,,,,,,,,,,22.687338502599996,,2.38,0.1328378378,,,-1.499949342,11.54662839,12.9180648,12.132631,3.129514257,0,,,,,50.7030513908914,24.6015510244457,
,,,,,,,,,,,,,,,,,,,,,,2.93,2.089090909,55.86353945,1.70575693,11.72707889,7.140170435,-1.006837102,-0.2166433566,18.05898852,3.756718,10.66107933,6.74982,11.58832733,,,,,,False,True,0.0,,,,,,,,,,,,,,,,20.959488273999998,,2.93,-0.2166433566,,,-1.006837102,18.05898852,11.12470333,5.2532689999999995,,0,,,,,50.54336895062223,24.768265924311116,
,,,,,,,,,,,,,,,,,,,,,,,,55.23255814,1.162790698,24.41860465,4.520027101,-0.520027101,0.1581203008,13.07018277,10.094049,12.2983084,3.562405,10.629262,,,,,,False,True,0.0,,,,,,,,,,,,,,,,24.3604651162,,,0.1581203008,,,-0.520027101,13.07018277,11.4637852,6.828227,,0,,,,,58.65451123334395,29.06724206617198,
,,,,,,,,,,,,,,,,,,,,,,3.298,2.256,53.42465753,1.598173516,12.32876712,5.885238965,4.364761035,-0.03488721805,2.660999064,,3.460135,,14.328027,0.1432353,,,,,False,True,0.0,,,,,,,,,,,,,,,,20.365296801399996,,3.298,-0.03488721805,,,4.364761035,2.660999064,8.894081,,0.1432353,0,,,,,51.0837937667413,27.72427740087065,
,,,,,,,,,,,,,,,,,,,,,,6.465,1.11,57.65765766,1.801801802,17.41741742,4.859371995,-0.1093719949,-0.09563636364,-0.08617094909,,,,,,,,,,False,True,0.0,,,,,,,,,,,,,,,,23.2432432448,,6.465,-0.09563636364,,,-0.1093719949,-0.08617094909,,,,0,,,,,64.94038456134403,32.415506283222015,
,,,,,,,,,,,,,,,,,,,,,,4.92,2.85,53.72340426,1.861702128,10.37234043,5.996537599,-1.218759822,0.4292168675,-12.44877243,3.44309,2.993102,13.036016,9.74974,1.0535882,,,,,False,True,0.0,,,,,,,,,,,,,,,,19.9734042582,,4.92,0.4292168675,,,-1.218759822,-12.44877243,6.371421,8.239553,1.0535882,0,,,,,56.03120633776241,27.406223257881205,
